uberon_id,mesh_id,uberon_labels,mesh_labels
UBERON_0002891,D066276,cortex periamygdaloideus; cortical amygdala; cortical amygdalar area; cortical amygdalar nucleus; cortical amygdaloid nucleus; nucleus amygdalae corticalis; nucleus corticalis amygdalae; posterior cortical amygdalar nucleus; posterior cortical amygdaloid nucleus; posterior cortical nucleus of amygdala; posterior cortical nucleus of the amygdala; ventral cortical amygdaloid nucleus; ventral cortical nucleus,"amygdala medial nucleus; amygdala superficial nuclei; amygdala superficial nucleus; amygdalar area, anterior; amygdalar areas, anterior; amygdalar nucleus, medial; amygdaloid area, anterior; amygdaloid areas, anterior; amygdaloid nucleus, cortical; amygdaloid nucleus, medial; amygdaloid superficial nuclei; amygdaloid superficial nucleus; anterior amygdalar area; anterior amygdalar areas; anterior amygdaloid area; anterior amygdaloid areas; complex, corticomedial nuclei; cortical amygdaloid nucleus; cortical nucleus, posterior; corticomedial nuclear complex; corticomedial nuclear group; corticomedial nuclear groups; corticomedial nuclei; corticomedial nuclei complex; corticomedial nucleus; medial amygdalar nucleus; medial amygdaloid nucleus; medial nucleus of amygdala; nuclear complex, corticomedial; nuclear group, corticomedial; nuclear groups, corticomedial; nuclei complex, corticomedial; nuclei, amygdala superficial; nuclei, amygdaloid superficial; nuclei, superficial; nucleus of lateral olfactory tract; nucleus, amygdala superficial; nucleus, amygdaloid superficial; nucleus, cortical amygdaloid; nucleus, medial amygdalar; nucleus, medial amygdaloid; nucleus, posterior cortical; nucleus, superficial; posterior cortical amygdaloid nucleus; posterior cortical nucleus; superficial nuclei; superficial nuclei, amygdala; superficial nuclei, amygdaloid; superficial nucleus; superficial nucleus, amygdala; superficial nucleus, amygdaloid"
UBERON_0002892,D066276,medial amygalar nucleus; medial amygdala; medial amygdalar nucleus; medial amygdaloid nucleus; medial amygdaloid nucleus principal part; medial nucleus of amygdala; medial nucleus of the amygdala; nucleus amygdalae medialis; nucleus amygdaloideus medialis; nucleus medialis amygdalae,"amygdala medial nucleus; amygdala superficial nuclei; amygdala superficial nucleus; amygdalar area, anterior; amygdalar areas, anterior; amygdalar nucleus, medial; amygdaloid area, anterior; amygdaloid areas, anterior; amygdaloid nucleus, cortical; amygdaloid nucleus, medial; amygdaloid superficial nuclei; amygdaloid superficial nucleus; anterior amygdalar area; anterior amygdalar areas; anterior amygdaloid area; anterior amygdaloid areas; complex, corticomedial nuclei; cortical amygdaloid nucleus; cortical nucleus, posterior; corticomedial nuclear complex; corticomedial nuclear group; corticomedial nuclear groups; corticomedial nuclei; corticomedial nuclei complex; corticomedial nucleus; medial amygdalar nucleus; medial amygdaloid nucleus; medial nucleus of amygdala; nuclear complex, corticomedial; nuclear group, corticomedial; nuclear groups, corticomedial; nuclei complex, corticomedial; nuclei, amygdala superficial; nuclei, amygdaloid superficial; nuclei, superficial; nucleus of lateral olfactory tract; nucleus, amygdala superficial; nucleus, amygdaloid superficial; nucleus, cortical amygdaloid; nucleus, medial amygdalar; nucleus, medial amygdaloid; nucleus, posterior cortical; nucleus, superficial; posterior cortical amygdaloid nucleus; posterior cortical nucleus; superficial nuclei; superficial nuclei, amygdala; superficial nuclei, amygdaloid; superficial nucleus; superficial nucleus, amygdala; superficial nucleus, amygdaloid"
UBERON_0002893,D066276,lateral olfactory tract nucleus; nlot; nucleus of lateral olfactory tract; nucleus of the lateral olfactory tract; nucleus of the lateral olfactory tract (ganser); nucleus of the olfactory tract; nucleus of tractus olfactorius lateralis; nucleus striae olfactoriae lateralis,"amygdala medial nucleus; amygdala superficial nuclei; amygdala superficial nucleus; amygdalar area, anterior; amygdalar areas, anterior; amygdalar nucleus, medial; amygdaloid area, anterior; amygdaloid areas, anterior; amygdaloid nucleus, cortical; amygdaloid nucleus, medial; amygdaloid superficial nuclei; amygdaloid superficial nucleus; anterior amygdalar area; anterior amygdalar areas; anterior amygdaloid area; anterior amygdaloid areas; complex, corticomedial nuclei; cortical amygdaloid nucleus; cortical nucleus, posterior; corticomedial nuclear complex; corticomedial nuclear group; corticomedial nuclear groups; corticomedial nuclei; corticomedial nuclei complex; corticomedial nucleus; medial amygdalar nucleus; medial amygdaloid nucleus; medial nucleus of amygdala; nuclear complex, corticomedial; nuclear group, corticomedial; nuclear groups, corticomedial; nuclei complex, corticomedial; nuclei, amygdala superficial; nuclei, amygdaloid superficial; nuclei, superficial; nucleus of lateral olfactory tract; nucleus, amygdala superficial; nucleus, amygdaloid superficial; nucleus, cortical amygdaloid; nucleus, medial amygdalar; nucleus, medial amygdaloid; nucleus, posterior cortical; nucleus, superficial; posterior cortical amygdaloid nucleus; posterior cortical nucleus; superficial nuclei; superficial nuclei, amygdala; superficial nuclei, amygdaloid; superficial nucleus; superficial nucleus, amygdala; superficial nucleus, amygdaloid"
UBERON_0002894,D066194,archaeocortex; archeocortex; olfactory areas; olfactory cortex; olfactory lobe,"amygdala, cortical; amygdalas, cortical; anterior olfactory nucleus; brain, olfactory; brains, olfactory; cortex, lateral entorhineal; cortex, olfactory; cortex, primary olfactory; cortical amygdala; cortical amygdalas; cortices, lateral entorhineal; cortices, primary olfactory; entorhineal cortex, lateral; entorhineal cortices, lateral; lateral entorhineal cortex; lateral entorhineal cortices; lobe, olfactory; lobes, olfactory; nucleus, anterior olfactory; olfactoria, regio; olfactorias, regio; olfactory brain; olfactory brains; olfactory cortex; olfactory cortex, primary; olfactory cortices, primary; olfactory lobe; olfactory lobes; olfactory nucleus, anterior; olfactory peduncle; olfactory peduncles; paleopallium; paleopalliums; peduncle, olfactory; peduncles, olfactory; primary olfactory cortex; primary olfactory cortices; regio olfactoria; regio olfactorias; rhinencephalon; rhinencephalons"
UBERON_0002903,D009778,lunate fissure; lunate sulcus; lus; sulcus lunatus; sulcus simialis,"annectant gyrus; calcarine fissure; calcarine fissures; calcarine sulcus; calcarinus, sulcus; cortex, cuneus; cortex, occipital; cortices, cuneus; cortices, occipital; cuneate lobule; cuneate lobules; cuneus; cuneus cortex; cuneus cortices; cuneus gyrus; fissure, calcarine; fissures, calcarine; gyrus linguali; gyrus lingualis; gyrus, annectant; gyrus, cuneus; gyrus, lingual; gyrus, medial occipitotemporal; gyrus, occipital; lingual gyrus; linguali, gyrus; lingualis, gyrus; lobe, occipital; lobes, occipital; lobule, cuneate; lobules, cuneate; lunate sulcus; medial occipitotemporal gyrus; occipital cortex; occipital cortices; occipital gyrus; occipital lobe; occipital lobes; occipital region; occipital regions; occipital sulcus; occipitotemporal gyrus, medial; region, occipital; regions, occipital; sulcus calcarinus; sulcus, calcarine; sulcus, lunate; sulcus, occipital"
UBERON_0002912,D010296,marginal branch of cingulate sulcus; marginal ramus of cingulate sulcus; marginal sulcus; ms; pars marginalis sulci cinguli; ramus marginalis sulci cingulati; ramus marginalis sulci cinguli; ramus marginalis; sulcus marginalis; sulcus marginalis,"angular gyrus; area 39, brodmann; area 39, brodmann's; area 40, brodmann; area 40, brodmann's; area 5, brodmann; area 5, brodmann's; area 7, brodmann; area 7, brodmann's; brodmann area 39; brodmann area 40; brodmann area 5; brodmann area 7; brodmann's area 39; brodmann's area 40; brodmann's area 5; brodmann's area 7; brodmanns area 39; brodmanns area 40; brodmanns area 5; brodmanns area 7; cortex, inferior parietal; cortex, parietal; cortex, posterior parietal; cortex, precuneus; cortex, secondary sensorimotor; cortices, inferior parietal; gyrus angularis; gyrus supramarginalis; gyrus, angular; gyrus, prelunate; gyrus, supramarginal; inferior parietal cortex; inferior parietal cortices; intraparietal sulcus; lobe, parietal; lobule, parietal; lobule, posterior paracentral; lobule, superior parietal; marginal sulcus; paracentral lobule, posterior; paracentral lobules, posterior; parietal cortex; parietal cortex, inferior; parietal cortex, posterior; parietal cortices; parietal cortices, inferior; parietal cortices, posterior; parietal lobe; parietal lobes; parietal lobule; parietal lobule, superior; parietal lobules; parietal lobules, superior; parietal region; parietal regions; posterior paracentral lobule; posterior paracentral lobules; posterior parietal cortex; posterior parietal cortices; praecuneus; precuneus; precuneus cortex; precuneus cortices; prelunate gyrus; region, parietal; secondary sensorimotor cortex; secondary sensorimotor cortices; sensorimotor cortex, secondary; superior parietal lobule; superior parietal lobules; supramarginal gyrus"
UBERON_0002913,D010296,interparietal fissure; intraparietal fissure; intraparietal sulcus; intraparietal sulcus of turner; itps; sulcus interparietalis; sulcus intraparietalis; turner sulcus,"angular gyrus; area 39, brodmann; area 39, brodmann's; area 40, brodmann; area 40, brodmann's; area 5, brodmann; area 5, brodmann's; area 7, brodmann; area 7, brodmann's; brodmann area 39; brodmann area 40; brodmann area 5; brodmann area 7; brodmann's area 39; brodmann's area 40; brodmann's area 5; brodmann's area 7; brodmanns area 39; brodmanns area 40; brodmanns area 5; brodmanns area 7; cortex, inferior parietal; cortex, parietal; cortex, posterior parietal; cortex, precuneus; cortex, secondary sensorimotor; cortices, inferior parietal; gyrus angularis; gyrus supramarginalis; gyrus, angular; gyrus, prelunate; gyrus, supramarginal; inferior parietal cortex; inferior parietal cortices; intraparietal sulcus; lobe, parietal; lobule, parietal; lobule, posterior paracentral; lobule, superior parietal; marginal sulcus; paracentral lobule, posterior; paracentral lobules, posterior; parietal cortex; parietal cortex, inferior; parietal cortex, posterior; parietal cortices; parietal cortices, inferior; parietal cortices, posterior; parietal lobe; parietal lobes; parietal lobule; parietal lobule, superior; parietal lobules; parietal lobules, superior; parietal region; parietal regions; posterior paracentral lobule; posterior paracentral lobules; posterior parietal cortex; posterior parietal cortices; praecuneus; precuneus; precuneus cortex; precuneus cortices; prelunate gyrus; region, parietal; secondary sensorimotor cortex; secondary sensorimotor cortices; sensorimotor cortex, secondary; superior parietal lobule; superior parietal lobules; supramarginal gyrus"
UBERON_0002918,D065823,"medial parabrachial nucleus; nucleus parabrachialis medialis; parabrachial nucleus, medial division; parabrachial nucleus, medial part","lateral parabrachial nucleus; laterali, nucleus parabrachialis; lateralis, nucleus parabrachialis; medial parabrachial nucleus; mediali, nucleus parabrachialis; medialis, nucleus parabrachialis; nucleus parabrachialis laterali; nucleus parabrachialis lateralis; nucleus parabrachialis mediali; nucleus parabrachialis medialis; nucleus, lateral parabrachial; nucleus, medial parabrachial; nucleus, parabrachial; nucleus, subparabrachial; parabrachial nucleus; parabrachial nucleus, lateral; parabrachial nucleus, medial; parabrachialis laterali, nucleus; parabrachialis lateralis, nucleus; parabrachialis mediali, nucleus; parabrachialis medialis, nucleus; subparabrachial nucleus; waist area of the parabrachial nucleus; waist subnucleus of the parabrachial nucleus"
UBERON_0002925,D014278,nucleus mesencephalicus nervi trigemini; nucleus mesencephalicus trigeminalis; nucleus of trigeminal nuclear complex; nucleus tractus mesencephali nervi trigeminalis; trigeminal nuclear complex nucleus; trigeminal nucleus; trigeminal v nucleus,"nuclear complex, trigeminal; nuclear complices, trigeminal; nuclei, trigeminal; nucleus, trigeminal; trigeminal nuclear complex; trigeminal nuclear complices; trigeminal nuclei; trigeminal nucleus"
UBERON_0002931,D012686,dorsal septal nucleus; nucleus dorsalis septi; nucleus septalis dorsalis,"anterior commissure nucleus; bed nucleus of stria terminalis; complex, septal nuclear; complices, septal nuclear; diagonal band nucleus; dorsal septal nucleus; lateral septal nucleus; lateral septum nucleus; laterali, nucleus septalis; laterali, nucleus septi; lateralis septi, nucleus; lateralis septus, nucleus; lateralis, nucleus septalis; lateralis, nucleus septi; medial septal nucleus; medial septum nucleus; nuclear complex, septal; nuclear complices, septal; nuclei, septal; nucleus interstitialis striae terminalis; nucleus lateralis septi; nucleus lateralis septus; nucleus septalis laterali; nucleus septalis lateralis; nucleus septi laterali; nucleus septi lateralis; nucleus striae terminali; nucleus striae terminalis; nucleus triangularis septi; nucleus triangularis septus; nucleus of anterior commissure; nucleus of diagonal band; nucleus of stria terminalis; nucleus of the stria terminalis; nucleus, dorsal septal; nucleus, lateral septal; nucleus, lateral septum; nucleus, medial septal; nucleus, medial septum; nucleus, septofimbrial; nucleus, triangular septal; septal nuclear complex; septal nuclear complices; septal nuclei; septal nucleus, dorsal; septal nucleus, lateral; septal nucleus, medial; septal nucleus, triangular; septalis laterali, nucleus; septalis lateralis, nucleus; septi laterali, nucleus; septi lateralis, nucleus; septi, nucleus lateralis; septi, nucleus triangularis; septofimbrial nucleus; septum nucleus, lateral; septum nucleus, medial; septus, nucleus lateralis; septus, nucleus triangularis; stria terminalis nucleus; striae terminali, nucleus; striae terminalis, nucleus; terminali, nucleus striae; terminalis, nucleus striae; triangular septal nucleus; triangularis septi, nucleus; triangularis septus, nucleus"
UBERON_0002932,D065833,corpus trapezoides; corpus trapezoideum; trapezoid body; trapezoid body (treviranus); tz,"body, trapezoid; corpus trapezoideum; corpus trapezoideums; trapezoid body; trapezoideum, corpus; trapezoideums, corpus"
UBERON_0002933,D012686,anterior commissural nucleus; anterior commissure nucleus; bed nucleus of anterior commissure; bed nucleus of the anterior commissure; nucleus commissurae anterior; nucleus commissurae anterioris; nucleus interstitialis commissurae anterior; nucleus of anterior commissure; nucleus of commissura anterior; nucleus of the anterior commissure,"anterior commissure nucleus; bed nucleus of stria terminalis; complex, septal nuclear; complices, septal nuclear; diagonal band nucleus; dorsal septal nucleus; lateral septal nucleus; lateral septum nucleus; laterali, nucleus septalis; laterali, nucleus septi; lateralis septi, nucleus; lateralis septus, nucleus; lateralis, nucleus septalis; lateralis, nucleus septi; medial septal nucleus; medial septum nucleus; nuclear complex, septal; nuclear complices, septal; nuclei, septal; nucleus interstitialis striae terminalis; nucleus lateralis septi; nucleus lateralis septus; nucleus septalis laterali; nucleus septalis lateralis; nucleus septi laterali; nucleus septi lateralis; nucleus striae terminali; nucleus striae terminalis; nucleus triangularis septi; nucleus triangularis septus; nucleus of anterior commissure; nucleus of diagonal band; nucleus of stria terminalis; nucleus of the stria terminalis; nucleus, dorsal septal; nucleus, lateral septal; nucleus, lateral septum; nucleus, medial septal; nucleus, medial septum; nucleus, septofimbrial; nucleus, triangular septal; septal nuclear complex; septal nuclear complices; septal nuclei; septal nucleus, dorsal; septal nucleus, lateral; septal nucleus, medial; septal nucleus, triangular; septalis laterali, nucleus; septalis lateralis, nucleus; septi laterali, nucleus; septi lateralis, nucleus; septi, nucleus lateralis; septi, nucleus triangularis; septofimbrial nucleus; septum nucleus, lateral; septum nucleus, medial; septus, nucleus lateralis; septus, nucleus triangularis; stria terminalis nucleus; striae terminali, nucleus; striae terminalis, nucleus; terminali, nucleus striae; terminalis, nucleus striae; triangular septal nucleus; triangularis septi, nucleus; triangularis septus, nucleus"
UBERON_0002934,D065838,"nucleus nervi oculomotorii ventrolateralis; nucleus nervi oculomotorii, pars ventralis; v3; ventral nucleus of oculomotor nuclear complex; ventral oculomotor cell column; ventral oculomotor nucleus","anterior median oculomotor nucleus; caudal central oculomotor nucleus; central oculomotor nucleus; dorsal oculomotor nucleus; intermediate oculomotor nucleus; medial oculomotor nucleus; nervi oculomotorii, nucleus; nervi oculomotorius, nucleus; nuclear complex, oculomotor; nucleus nervi oculomotorii; nucleus nervi oculomotorius; nucleus oculomotorius; nucleus of perlia; nucleus, central oculomotor; nucleus, dorsal oculomotor; nucleus, intermediate oculomotor; nucleus, medial oculomotor; nucleus, oculomotor; nucleus, ventral oculomotor; oculomotor nuclear complex; oculomotor nucleus; oculomotor nucleus, central; oculomotor nucleus, dorsal; oculomotor nucleus, intermediate; oculomotor nucleus, medial; oculomotor nucleus, ventral; oculomotorii, nucleus nervi; oculomotorius, nucleus; oculomotorius, nucleus nervi; perlia nucleus; ventral oculomotor nucleus"
UBERON_0002939,D020651,"nuclei ventrales posteriores thalami; nuclei ventrobasales thalami; nucleus ventralis posterior inferior thalami; ventral posterior; ventral posterior complex of the thalamus; ventral posterior inferior nucleus; ventral posterior inferior nucleus of dorsal thalamus; ventral posterior inferior nucleus of thalamus; ventral posterior inferior thalamic nucleus; ventral posterior nuclei of thalamus; ventral posterior nucleus of thalamus; ventral posteroinferior nucleus; ventral posterolateral thalamic nucleus, inferior part; ventroposterior inferior nucleus; ventroposterior inferior thalamic; ventroposterior nucleus; ventroposterior nucleus of thalamus; vpn","arcuate nucleus 3; arcuate nucleus-3; complex, ventrobasal; complices, ventrobasal; group, ventral nuclear; intermedius, nucleus ventralis; laterali, nucleus ventralis; lateralis, nucleus ventralis; mass, ventral nuclear; masses, ventral nuclear; nuclear group, ventral; nuclear mass, ventral; nuclear masses, ventral; nuclei, ventral thalamic; nucleus ventralis intermedius; nucleus ventralis laterali; nucleus ventralis lateralis; nucleus ventralis posterior; nucleus ventralis posteriors; nucleus ventralis posterolaterali; nucleus ventralis posterolateralis; nucleus ventralis posteromediali; nucleus ventralis posteromedialis; nucleus ventrolateralis thalami; nucleus ventrolateralis thalamus; nucleus, ventral anterior; nucleus, ventral lateral; nucleus, ventral posterior; nucleus, ventral posteroinferior; nucleus, ventral posterolateral; nucleus, ventral posteromedial; nucleus, ventral thalamic; nucleus, ventrolateral thalamic; posterior nucleus, ventral; posterior, nucleus ventralis; posteriors, nucleus ventralis; posteroinferior nucleus, ventral; posterolateral nucleus, ventral; posterolaterali, nucleus ventralis; posterolateralis, nucleus ventralis; posteromedial nucleus, ventral; posteromediali, nucleus ventralis; posteromedialis, nucleus ventralis; thalami, nucleus ventrolateralis; thalamic nuclei, ventral; thalamic nucleus, ventral; thalamic nucleus, ventrolateral; thalamus, nucleus ventrolateralis; thalamus, ventrolateral; ventral anterior nucleus; ventral anterior thalamic nucleus; ventral lateral nucleus; ventral lateral thalamic nuclei; ventral lateral thalamic nucleus; ventral nuclear group; ventral nuclear groups; ventral nuclear mass; ventral nuclear masses; ventral nuclei of thalamus; ventral posterior inferior nucleus; ventral posterior inferior thalamic nucleus; ventral posterior medial nucleus; ventral posterior nucleus; ventral posterior thalamic nucleus; ventral posteroinferior nucleus; ventral posterolateral nucleus; ventral posterolateral thalamic nucleus; ventral posteromedial nucleus; ventral posteromedial thalamic nucleus; ventral thalamic nuclei; ventral thalamic nucleus; ventralis intermedius, nucleus; ventralis laterali, nucleus; ventralis lateralis, nucleus; ventralis posterior, nucleus; ventralis posteriors, nucleus; ventralis posterolaterali, nucleus; ventralis posterolateralis, nucleus; ventralis posteromediali, nucleus; ventralis posteromedialis, nucleus; ventrobasal complex; ventrobasal complices; ventrolateral thalamic nucleus; ventrolateral thalamus; ventrolateralis thalami, nucleus; ventrolateralis thalamus, nucleus"
UBERON_0002942,D020651,"nucleus ventralis posterior lateralis thalami; nucleus ventralis posterolateralis; nucleus ventralis posterolateralis thalami; nucleus ventralis thalami posterior lateralis; posterolateral ventral nucleus of thalamus; posterolateral ventral nucleus of the thalamus; ventral posterior lateral nucleus; ventral posterior lateral nucleus of dorsal thalamus; ventral posterolateral nucleus; ventral posterolateral nucleus of thalamus; ventral posterolateral nucleus of the thalamus; ventral posterolateral nucleus of the thalamus principal part; ventral posterolateral nucleus of the thalamus, general; ventral posterolateral nucleus of the thalamus, principal part; ventral posterolateral thalamic nucleus; ventroposterior lateral thalamic nucleus; ventroposterolateral nucleus of the thalamus; vpl","arcuate nucleus 3; arcuate nucleus-3; complex, ventrobasal; complices, ventrobasal; group, ventral nuclear; intermedius, nucleus ventralis; laterali, nucleus ventralis; lateralis, nucleus ventralis; mass, ventral nuclear; masses, ventral nuclear; nuclear group, ventral; nuclear mass, ventral; nuclear masses, ventral; nuclei, ventral thalamic; nucleus ventralis intermedius; nucleus ventralis laterali; nucleus ventralis lateralis; nucleus ventralis posterior; nucleus ventralis posteriors; nucleus ventralis posterolaterali; nucleus ventralis posterolateralis; nucleus ventralis posteromediali; nucleus ventralis posteromedialis; nucleus ventrolateralis thalami; nucleus ventrolateralis thalamus; nucleus, ventral anterior; nucleus, ventral lateral; nucleus, ventral posterior; nucleus, ventral posteroinferior; nucleus, ventral posterolateral; nucleus, ventral posteromedial; nucleus, ventral thalamic; nucleus, ventrolateral thalamic; posterior nucleus, ventral; posterior, nucleus ventralis; posteriors, nucleus ventralis; posteroinferior nucleus, ventral; posterolateral nucleus, ventral; posterolaterali, nucleus ventralis; posterolateralis, nucleus ventralis; posteromedial nucleus, ventral; posteromediali, nucleus ventralis; posteromedialis, nucleus ventralis; thalami, nucleus ventrolateralis; thalamic nuclei, ventral; thalamic nucleus, ventral; thalamic nucleus, ventrolateral; thalamus, nucleus ventrolateralis; thalamus, ventrolateral; ventral anterior nucleus; ventral anterior thalamic nucleus; ventral lateral nucleus; ventral lateral thalamic nuclei; ventral lateral thalamic nucleus; ventral nuclear group; ventral nuclear groups; ventral nuclear mass; ventral nuclear masses; ventral nuclei of thalamus; ventral posterior inferior nucleus; ventral posterior inferior thalamic nucleus; ventral posterior medial nucleus; ventral posterior nucleus; ventral posterior thalamic nucleus; ventral posteroinferior nucleus; ventral posterolateral nucleus; ventral posterolateral thalamic nucleus; ventral posteromedial nucleus; ventral posteromedial thalamic nucleus; ventral thalamic nuclei; ventral thalamic nucleus; ventralis intermedius, nucleus; ventralis laterali, nucleus; ventralis lateralis, nucleus; ventralis posterior, nucleus; ventralis posteriors, nucleus; ventralis posterolaterali, nucleus; ventralis posterolateralis, nucleus; ventralis posteromediali, nucleus; ventralis posteromedialis, nucleus; ventrobasal complex; ventrobasal complices; ventrolateral thalamic nucleus; ventrolateral thalamus; ventrolateralis thalami, nucleus; ventrolateralis thalamus, nucleus"
UBERON_0002943,D009778,gyrus lingualis; gyrus occipitotemporalis medialis; lingual gyrus; lingula of cerebral hemisphere; medial occipito-temporal gyrus; medial occipitotemporal gyrus; medial occipitotemporal gyrus-2,"annectant gyrus; calcarine fissure; calcarine fissures; calcarine sulcus; calcarinus, sulcus; cortex, cuneus; cortex, occipital; cortices, cuneus; cortices, occipital; cuneate lobule; cuneate lobules; cuneus; cuneus cortex; cuneus cortices; cuneus gyrus; fissure, calcarine; fissures, calcarine; gyrus linguali; gyrus lingualis; gyrus, annectant; gyrus, cuneus; gyrus, lingual; gyrus, medial occipitotemporal; gyrus, occipital; lingual gyrus; linguali, gyrus; lingualis, gyrus; lobe, occipital; lobes, occipital; lobule, cuneate; lobules, cuneate; lunate sulcus; medial occipitotemporal gyrus; occipital cortex; occipital cortices; occipital gyrus; occipital lobe; occipital lobes; occipital region; occipital regions; occipital sulcus; occipitotemporal gyrus, medial; region, occipital; regions, occipital; sulcus calcarinus; sulcus, calcarine; sulcus, lunate; sulcus, occipital"
UBERON_0002944,D013133,spinothalamic tract; spinothalamic tract of medulla; spinothalamic tract of the medulla; tractus spinothalamicus (myelencephali),"spinothalamic tract; spinothalamic tracts; tract, spinothalamic; tracts, spinothalamic"
UBERON_0002945,D020651,"arcuate nucleus of thalamus; arcuate nucleus of the thalamus; arcuate nucleus-3; nucleus arcuatus thalami; nucleus semilunaris thalami; nucleus ventralis posterior medialis thalami; nucleus ventralis posteromedialis; nucleus ventralis posteromedialis thalami; nucleus ventrocaudalis anterior internus (hassler); posteromedial ventral nucleus; posteromedial ventral nucleus of thalamus; posteromedial ventral nucleus of the thalamus; semilunar nucleus; thalamic gustatory nucleus; ventral posterior medial nucleus; ventral posterior medial nucleus of dorsal thalamus; ventral posterior medial nucleus of thalamus; ventral posteromedial nucleus of thalamus; ventral posteromedial nucleus of the thalamus; ventral posteromedial nucleus of the thalamus principal part; ventral posteromedial nucleus of the thalamus, general; ventral posteromedial nucleus of the thalamus, principal part; ventral posteromedial thalamic nucleus; ventroposterior medial thalamic nucleus; ventroposteromedial nucleus of the thalamus; vpm","arcuate nucleus 3; arcuate nucleus-3; complex, ventrobasal; complices, ventrobasal; group, ventral nuclear; intermedius, nucleus ventralis; laterali, nucleus ventralis; lateralis, nucleus ventralis; mass, ventral nuclear; masses, ventral nuclear; nuclear group, ventral; nuclear mass, ventral; nuclear masses, ventral; nuclei, ventral thalamic; nucleus ventralis intermedius; nucleus ventralis laterali; nucleus ventralis lateralis; nucleus ventralis posterior; nucleus ventralis posteriors; nucleus ventralis posterolaterali; nucleus ventralis posterolateralis; nucleus ventralis posteromediali; nucleus ventralis posteromedialis; nucleus ventrolateralis thalami; nucleus ventrolateralis thalamus; nucleus, ventral anterior; nucleus, ventral lateral; nucleus, ventral posterior; nucleus, ventral posteroinferior; nucleus, ventral posterolateral; nucleus, ventral posteromedial; nucleus, ventral thalamic; nucleus, ventrolateral thalamic; posterior nucleus, ventral; posterior, nucleus ventralis; posteriors, nucleus ventralis; posteroinferior nucleus, ventral; posterolateral nucleus, ventral; posterolaterali, nucleus ventralis; posterolateralis, nucleus ventralis; posteromedial nucleus, ventral; posteromediali, nucleus ventralis; posteromedialis, nucleus ventralis; thalami, nucleus ventrolateralis; thalamic nuclei, ventral; thalamic nucleus, ventral; thalamic nucleus, ventrolateral; thalamus, nucleus ventrolateralis; thalamus, ventrolateral; ventral anterior nucleus; ventral anterior thalamic nucleus; ventral lateral nucleus; ventral lateral thalamic nuclei; ventral lateral thalamic nucleus; ventral nuclear group; ventral nuclear groups; ventral nuclear mass; ventral nuclear masses; ventral nuclei of thalamus; ventral posterior inferior nucleus; ventral posterior inferior thalamic nucleus; ventral posterior medial nucleus; ventral posterior nucleus; ventral posterior thalamic nucleus; ventral posteroinferior nucleus; ventral posterolateral nucleus; ventral posterolateral thalamic nucleus; ventral posteromedial nucleus; ventral posteromedial thalamic nucleus; ventral thalamic nuclei; ventral thalamic nucleus; ventralis intermedius, nucleus; ventralis laterali, nucleus; ventralis lateralis, nucleus; ventralis posterior, nucleus; ventralis posteriors, nucleus; ventralis posterolaterali, nucleus; ventralis posterolateralis, nucleus; ventralis posteromediali, nucleus; ventralis posteromedialis, nucleus; ventrobasal complex; ventrobasal complices; ventrolateral thalamic nucleus; ventrolateral thalamus; ventrolateralis thalami, nucleus; ventrolateralis thalamus, nucleus"
UBERON_0002955,D020644,nucleus commissuralis rhomboidalis; nucleus rhomboidalis; nucleus rhomboidalis thalami; rh; rhomboid nucleus; rhomboid nucleus (cajal 1904); rhomboid nucleus of the thalamus; rhomboid thalamic nucleus; rhomboidal nucleus,"midline nuclear group; midline nuclei of thalamus; midline thalamic nuclei; midline thalamic nucleus; nuclear group, midline; nuclei, midline thalamic; nucleus reunien; nucleus reuniens; nucleus reuniens thalami; nucleus reuniens thalamus; nucleus, midline thalamic; nucleus, parataenial; nucleus, paratenial; nucleus, paratenial thalamic; nucleus, paraventricular thalamic; nucleus, reuniens; nucleus, reuniens thalamic; nucleus, rhomboid; nucleus, rhomboid thalamic; nucleus, rhomboidal; nucleus, subfascular; nucleus, subfascular thalamic; parataenial nucleus; paratenial nucleus; paratenial thalamic nucleus; paraventricular nucleus of thalamus; paraventricular thalamic nucleus; periventricular nuclei of thalamus; reunien, nucleus; reuniens nucleus; reuniens thalami, nucleus; reuniens thalamic nucleus; reuniens thalamus, nucleus; reuniens, nucleus; rhomboid nucleus; rhomboid thalamic nucleus; rhomboidal nucleus; subfascular nucleus; subfascular thalamic nucleus; thalami, nucleus reuniens; thalamic nuclei, midline; thalamic nucleus, midline; thalamic nucleus, paratenial; thalamic nucleus, paraventricular; thalamic nucleus, reuniens; thalamic nucleus, rhomboid; thalamic nucleus, subfascular; thalamus midline nuclei; thalamus midline nucleus; thalamus paraventricular nucleus; thalamus periventricular nuclei; thalamus, nucleus reuniens"
