cl_id,mesh_id,cl_labels,mesh_labels
"""CL_0000815""","""D050378""","""regulatory t cell; regulatory t lymphocyte; regulatory t-cell; regulatory t-lymphocyte; suppressor t cell; suppressor t lymphocyte; suppressor t-cell; suppressor t-lymphocyte; treg""","""cell, regulatory t; cell, th3; cell, tr1; cell, treg; cells, regulatory t; cells, th3; cells, tr1; cells, treg; lymphocytes j regulatory; naturally-occurring suppressor t-cell; naturally-occurring suppressor t-cells; naturally-occurring suppressor t-lymphocyte; naturally-occurring suppressor t-lymphocytes; reg t cells; reg t lymphocytes; regulatory t cell; regulatory t cells; regulatory t lymphocyte; regulatory t lymphocytes; regulatory t-cell; regulatory t-cells; regulatory t-lymphocyte; regulatory t-lymphocytes; suppressor t cells, naturally occurring; suppressor t lymphocytes, naturally occurring; suppressor t-cell, naturally-occurring; suppressor t-cells, naturally-occurring; suppressor t-lymphocyte, naturally-occurring; suppressor t-lymphocytes, naturally-occurring; t cells reg; t cell, regulatory; t cells, regulatory; t lymphocytes reg; t lymphocytes, regulatory; t-cell, naturally-occurring suppressor; t-cells, naturally-occurring suppressor; t-cells, regulatory; t-lymphocyte, regulatory; t-lymphocytes, regulatory; th cells 003; th3 cell; th3 cells; tr1 cell; tr1 cells; treg cell; treg cells"""
"""CL_0000835""","""D042381""","""myeloblast""","""cell, granulocyte precursor; cell, granulocyte progenitor; cell, granulocytic precursor; cells, granulocyte precursor; cells, granulocyte progenitor; cells, granulocytic precursor; granulocyte precursor cell; granulocyte precursor cells; granulocyte progenitor; granulocyte progenitor cell; granulocyte progenitor cells; granulocyte progenitors; granulocytic precursor cell; granulocytic precursor cells; metamyelocyte; metamyelocytes; myeloblast; myeloblasts; myelocyte; myelocytes; precursor cell, granulocyte; precursor cell, granulocytic; precursor cells, granulocyte; precursor cells, granulocytic; premyelocyte; premyelocytes; progenitor cell, granulocyte; progenitor cells, granulocyte; progenitor, granulocyte; progenitors, granulocyte; progranulocyte; progranulocytes; promyelocyte; promyelocytes"""
"""CL_0000836""","""D042381""","""promyelocyte""","""cell, granulocyte precursor; cell, granulocyte progenitor; cell, granulocytic precursor; cells, granulocyte precursor; cells, granulocyte progenitor; cells, granulocytic precursor; granulocyte precursor cell; granulocyte precursor cells; granulocyte progenitor; granulocyte progenitor cell; granulocyte progenitor cells; granulocyte progenitors; granulocytic precursor cell; granulocytic precursor cells; metamyelocyte; metamyelocytes; myeloblast; myeloblasts; myelocyte; myelocytes; precursor cell, granulocyte; precursor cell, granulocytic; precursor cells, granulocyte; precursor cells, granulocytic; premyelocyte; premyelocytes; progenitor cell, granulocyte; progenitor cells, granulocyte; progenitor, granulocyte; progenitors, granulocyte; progranulocyte; progranulocytes; promyelocyte; promyelocytes"""
"""CL_0000838""","""D054503""","""lymphoid lineage restricted progenitor cell; lymphoid progenitor cell""","""cell, lymphoid progenitor; cell, lymphoid stem; cells, lymphoid progenitor; cells, lymphoid stem; common lymphoid progenitor; common lymphoid progenitors; lymphoid progenitor cell; lymphoid progenitor cells; lymphoid progenitor, common; lymphoid progenitors, common; lymphoid stem cell; lymphoid stem cells; progenitor cell, lymphoid; progenitor cells, lymphoid; progenitor, common lymphoid; progenitors, common lymphoid; stem cell, lymphoid; stem cells, lymphoid"""
"""CL_0000839""","""D023461""","""myeloid lineage restricted progenitor cell; myeloid progenitor cell""","""cfu-gemm; cell, myeloid progenitor; cell, myeloid stem; cells, myeloid progenitor; cells, myeloid stem; colony forming units, granulocyte erythroid macrophage megakaryocyte; colony-forming unit, granulocyte-erythroid-macrophage-megakaryocyte; colony-forming units, granulocyte-erythroid-macrophage-megakaryocyte; common myeloid progenitor; common myeloid progenitors; gemm-cfu; granulocyte erythroid macrophage megakaryocyte colony forming unit; granulocyte-erythroid-macrophage-megakaryocyte colony-forming unit; granulocyte-erythroid-macrophage-megakaryocyte colony-forming units; myeloid progenitor cell; myeloid progenitor cells; myeloid progenitor, common; myeloid progenitors, common; myeloid stem cell; myeloid stem cells; progenitor cell, myeloid; progenitor cells, myeloid; progenitor, common myeloid; progenitors, common myeloid; stem cell, myeloid; stem cells, myeloid; unit, granulocyte-erythroid-macrophage-megakaryocyte colony-forming; units, granulocyte-erythroid-macrophage-megakaryocyte colony-forming"""
"""CL_0000841""","""D003713""","""mature conventional dendritic cell; mature dendritic cell; mature myeloid dendritic cell""","""cell, dendritic; cell, interdigitating; cell, interdigitating dendritic; cell, interstitial dendritic; cell, plasmacytoid dendritic; cell, veiled; cells, dendritic; cells, interdigitating; cells, interdigitating dendritic; cells, interstitial dendritic; cells, plasmacytoid dendritic; cells, veiled; dendritic cell; dendritic cell, interdigitating; dendritic cell, interstitial; dendritic cell, plasmacytoid; dendritic cells; dendritic cells, interdigitating; dendritic cells, interstitial; dendritic cells, plasmacytoid; interdigitating cell; interdigitating cells; interdigitating dendritic cell; interdigitating dendritic cells; interstitial dendritic cell; interstitial dendritic cells; plasmacytoid dendritic cell; plasmacytoid dendritic cells; veiled cell; veiled cells"""
"""CL_0000842""","""D007963""","""mononuclear cell; mononuclear leukocyte; peripheral blood mononuclear cell""","""leukocyte, mononuclear; leukocytes, mononuclear; mononuclear leukocyte; mononuclear leukocytes; pbmc peripheral blood mononuclear cells; peripheral blood human mononuclear cells; peripheral blood mononuclear cell; peripheral blood mononuclear cells"""
"""CL_0000850""","""D059326""","""5-ht neuron; 5-hydroxytryptamine neuron; serotinergic neuron; serotonergic neuron""","""neuron, serotonergic; neuron, serotoninergic; neurons, serotonergic; neurons, serotoninergic; serotonergic neuron; serotonergic neurons; serotoninergic neuron; serotoninergic neurons"""
"""CL_0000864""","""D006644""","""fixed macrophage; resting histiocyte; tissue-resident macrophage""","""histiocyte; histiocytes"""
"""CL_0000891""","""D005487""","""foam cell""","""cell, foam; cells, foam; foam cell; foam cells"""
"""CL_0000893""","""D060168""","""immature t cell; immature t lymphocyte; immature t-cell; immature t-lymphocyte; thymic lymphocyte; thymocyte""","""thymocyte; thymocytes"""
"""CL_0000899""","""D058504""","""t-helper 17 cell; helper t cell type 17; il-17-producing cd4+ t helper; t helper cells type 17; t(h)-17 cell; th17 cd4+ t cell; th17 cell; th17 t cell; th17 t lymphocyte; th17 t-cell; th17 t-lymphocyte""","""cell, th-17; cell, th17; cells, th-17; cells, th17; t helper 17 cell; t helper 17 cells; th 17 cell; th 17 cells; th-17 cell; th-17 cells; th17 cell; th17 cells; type 17 helper t cell; type 17 helper t cells"""
"""CL_0000910""","""D013602""","""cytotoxic t cell; cytotoxic t lymphocyte; cytotoxic t-cell; cytotoxic t-lymphocyte""","""cytotox t lymphocytes; cytotoxic lymphocytes j; cell mediated lympholytic cells; cell, cell-mediated lympholytic; cell, tc1; cell, tc2; cell-mediated lympholytic cell; cell-mediated lympholytic cells; cytotoxic t cell; cytotoxic t cells; cytotoxic t lymphocyte; cytotoxic t lymphocytes; cytotoxic t-lymphocyte; cytotoxic t-lymphocytes; lymphocytes j cytotoxic; lymphocyte, cytotoxic t; lympholytic cell, cell-mediated; lympholytic cells, cell-mediated; t cell, cytotoxic; t lymphocytes cytotox; t lymphocyte, cytotoxic; t lymphocytes, cytotoxic; t-lymphocyte, cytotoxic; t-lymphocytes, cytotoxic; tc a 001 cells; tc a 002 cells; tc1 cell; tc1 cells; tc2 cell; tc2 cells"""
"""CL_0000912""","""D006377""","""helper t cell; helper t lymphocyte; helper t-cell; helper t-lymphocyte; t-helper cell""","""cell, helper t; cells, helper t; helper cell; helper cells; helper inducer t lymphocytes; helper t cell; helper t cells; helper t-cell; helper t-cells; helper t-lymphocyte; helper t-lymphocytes; helper-inducer t-cell; helper-inducer t-cells; helper-inducer t-lymphocyte; helper-inducer t-lymphocytes; inducer cell; inducer cells; inducer t-lymphocyte; inducer t-lymphocytes; lymphocytes j helper; lymphocytes j helper inducer; lymphocytes j inducer; t cell, helper; t cells, helper; t cells, helper inducer; t lymphocytes, helper; t lymphocytes, helper inducer; t lymphocytes, inducer; t-cell, helper; t-cell, helper-inducer; t-cells, helper; t-cells, helper-inducer; t-lymphocyte, helper; t-lymphocyte, helper-inducer; t-lymphocyte, inducer; t-lymphocytes, helper; t-lymphocytes, helper-inducer; t-lymphocytes, inducer"""
"""CL_0000917""","""D013602""","""tc1 cell; cd8-positive th1 cell; t-cytotoxic t cell type 1; tc1 cd8+ t cell; tc1 t cell; tc1 t lymphocyte; tc1 t-cell; tc1 t-lymphocyte; th1 cd8-positive t cell; th1 non-tfh cd8-positive t cell""","""cytotox t lymphocytes; cytotoxic lymphocytes j; cell mediated lympholytic cells; cell, cell-mediated lympholytic; cell, tc1; cell, tc2; cell-mediated lympholytic cell; cell-mediated lympholytic cells; cytotoxic t cell; cytotoxic t cells; cytotoxic t lymphocyte; cytotoxic t lymphocytes; cytotoxic t-lymphocyte; cytotoxic t-lymphocytes; lymphocytes j cytotoxic; lymphocyte, cytotoxic t; lympholytic cell, cell-mediated; lympholytic cells, cell-mediated; t cell, cytotoxic; t lymphocytes cytotox; t lymphocyte, cytotoxic; t lymphocytes, cytotoxic; t-lymphocyte, cytotoxic; t-lymphocytes, cytotoxic; tc a 001 cells; tc a 002 cells; tc1 cell; tc1 cells; tc2 cell; tc2 cells"""
"""CL_0000918""","""D013602""","""tc2 cell; cd8-positive th2 cell; t-cytotoxic t cell type 2; tc2 t cell; tc2 t lymphocyte; tc2 t-cell; tc2 t-lymphocyte; th2 cd8-positive t cell; th2 non-tfh cd8-positive t cell""","""cytotox t lymphocytes; cytotoxic lymphocytes j; cell mediated lympholytic cells; cell, cell-mediated lympholytic; cell, tc1; cell, tc2; cell-mediated lympholytic cell; cell-mediated lympholytic cells; cytotoxic t cell; cytotoxic t cells; cytotoxic t lymphocyte; cytotoxic t lymphocytes; cytotoxic t-lymphocyte; cytotoxic t-lymphocytes; lymphocytes j cytotoxic; lymphocyte, cytotoxic t; lympholytic cell, cell-mediated; lympholytic cells, cell-mediated; t cell, cytotoxic; t lymphocytes cytotox; t lymphocyte, cytotoxic; t lymphocytes, cytotoxic; t-lymphocyte, cytotoxic; t-lymphocytes, cytotoxic; tc a 001 cells; tc a 002 cells; tc1 cell; tc1 cells; tc2 cell; tc2 cells"""
"""CL_0001024""","""D006412""","""cd34-positive, cd38-negative hematopoietic stem cell; cd133-positive hematopoietic stem cell""","""cell, hematopoietic progenitor; cell, hematopoietic stem; cells, hematopoietic progenitor; cells, hematopoietic stem; colony forming units, hematopoietic; colony-forming unit, hematopoietic; colony-forming units, hematopoietic; hematopoietic colony-forming unit; hematopoietic colony-forming units; hematopoietic progenitor cell; hematopoietic progenitor cells; hematopoietic stem cell; hematopoietic stem cells; progenitor cell, hematopoietic; progenitor cells, hematopoietic; stem cell, hematopoietic; stem cells, hematopoietic; unit, hematopoietic colony-forming; units, hematopoietic colony-forming"""
"""CL_0001070""","""D000069797""","""beige adipocyte; beige brown adipocyte; beige fat cell; beige/brite adipocyte; brite adipocyte; brite cell; brite fat cell""","""adipocyte, beige; adipocyte, beige brite; adipocyte, brite; adipocytes, beige; adipocytes, beige brite; adipocytes, brite; beige adipocyte; beige adipocytes; beige brite adipocyte; beige brite adipocytes; beige brite cell; beige brite cells; beige fat cell; beige fat cells; brite adipocyte; brite adipocyte, beige; brite adipocytes; brite adipocytes, beige; brite cell, beige; brite cells, beige; brite fat cell; brite fat cells; cell, beige brite; cell, beige fat; cell, brite fat; cells, beige brite; cells, beige fat; cells, brite fat; fat cell, beige; fat cell, brite; fat cells, beige; fat cells, brite"""
"""CL_0002003""","""D015672""","""cd34-positive, glya-negative erythroid progenitor cell""","""bfu e; bfu-e; bfu-es; burst forming units, erythroid; burst-forming unit, erythroid; burst-forming units, erythroid; cfu e; cfu-e; cfu-es; cell, erythroid precursor; cell, erythroid progenitor; cell, erythroid stem; cell, erythropoietic progenitor; cell, erythropoietic stem; cells, erythroid precursor; cells, erythroid progenitor; cells, erythroid stem; cells, erythropoietic progenitor; cells, erythropoietic stem; colony forming units, erythroid; colony-forming unit, erythroid; colony-forming units, erythroid; erythroid burst-forming unit; erythroid burst-forming units; erythroid colony-forming unit; erythroid colony-forming units; erythroid precursor cell; erythroid precursor cells; erythroid progenitor cell; erythroid progenitor cells; erythroid stem cell; erythroid stem cells; erythropoietic progenitor cell; erythropoietic progenitor cells; erythropoietic stem cell; erythropoietic stem cells; precursor cell, erythroid; precursor cells, erythroid; progenitor cell, erythroid; progenitor cell, erythropoietic; progenitor cells, erythroid; progenitor cells, erythropoietic; stem cell, erythroid; stem cell, erythropoietic; stem cells, erythroid; stem cells, erythropoietic; unit, erythroid burst-forming; unit, erythroid colony-forming; units, erythroid burst-forming; units, erythroid colony-forming"""
"""CL_0002062""","""D056809""","""at1; ati; lung type 1 cells; membranous pneumocytes; pulmonary alveolar type i cell; small alveolar cells; squamous alveolar cell; squamous alveolar lining cell; type 1 alveolar epithelial cells; type 1 pneumocyte; type i pneumocyte; type i alveolar cells; type i alveolar epithelial cells""","""alveolar cell; alveolar cells; alveolar epithelial cell; alveolar epithelial cells; cell, alveolar; cell, alveolar epithelial; cells, alveolar; cells, alveolar epithelial; epithelial cell, alveolar; epithelial cells, alveolar; pneumocyte; pneumocyte, type 1; pneumocyte, type 2; pneumocyte, type-i; pneumocyte, type-ii; pneumocytes; pneumocytes, type 1; pneumocytes, type 2; pneumocytes, type-i; pneumocytes, type-ii; type 1 pneumocyte; type 1 pneumocytes; type 2 pneumocyte; type 2 pneumocytes; type i pneumocytes; type ii pneumocytes; type-i pneumocyte; type-i pneumocytes; type-ii pneumocyte; type-ii pneumocytes"""
"""CL_0002063""","""D056809""","""at2; atii; cuboidal type ii cell; granular pneumocyte; great alveolar cell; lung type 2 cell; lung type ii cell; tii; type 2 alveolar epithelial cell; type 2 alveolocyte; type 2 pneumocyte; type ii pneumocyte; type ii alveolar cell; type ii alveolar epithelial cell; type ii alveolocyte""","""alveolar cell; alveolar cells; alveolar epithelial cell; alveolar epithelial cells; cell, alveolar; cell, alveolar epithelial; cells, alveolar; cells, alveolar epithelial; epithelial cell, alveolar; epithelial cells, alveolar; pneumocyte; pneumocyte, type 1; pneumocyte, type 2; pneumocyte, type-i; pneumocyte, type-ii; pneumocytes; pneumocytes, type 1; pneumocytes, type 2; pneumocytes, type-i; pneumocytes, type-ii; type 1 pneumocyte; type 1 pneumocytes; type 2 pneumocyte; type 2 pneumocytes; type i pneumocytes; type ii pneumocytes; type-i pneumocyte; type-i pneumocytes; type-ii pneumocyte; type-ii pneumocytes"""
"""CL_0002085""","""D063928""","""stretch cell; tanycyte""","""cell, ependymoglial; cell, muller; cell, radial glial; cell, retinal muller; cells, ependymoglial; cells, muller; cells, muller glia; cells, muller glial; cells, radial glial; cells, retinal muller; ependymoglial cell; ependymoglial cells; glia cells, muller; glia, radial; glial cell, radial; glial cells, muller; glial cells, radial; glias, radial; muller cell; muller cell, retinal; muller cells; muller cells, retinal; muller glia cells; muller glial cells; radial glia; radial glial cell; radial glial cells; radial glias; retinal muller cell; retinal muller cells; retinal muller glial cells; tanycyte; tanycytes"""
"""CL_0002087""","""D007963""","""agranular leukocyte; nongranular leukocyte""","""leukocyte, mononuclear; leukocytes, mononuclear; mononuclear leukocyte; mononuclear leukocytes; pbmc peripheral blood mononuclear cells; peripheral blood human mononuclear cells; peripheral blood mononuclear cell; peripheral blood mononuclear cells"""
"""CL_0002088""","""D056885""","""icc; interstitial cell of cajal; intestinal pacemaker cell""","""cajal interstitial cells; interstitial cells of cajal"""
"""CL_0002090""","""D059705""","""polar body""","""bodies, polar; body, polar; cell, polar; cells, polar; polar bodies; polar body; polar cell; polar cells"""
"""CL_0002092""","""D001854""","""bone marrow cell""","""bone marrow cell; bone marrow cells; cell, bone marrow; cells, bone marrow; marrow cell, bone; marrow cells, bone"""
"""CL_0002094""","""D013799""","""interstitial cell of ovary""","""cell, ovarian interstitial; cell, theca; cells, ovarian interstitial; cells, theca; externa, theca; interna, theca; interstitial cell, ovarian; interstitial cells, ovarian; ovarian interstitial cell; ovarian interstitial cells; theca cell; theca cells; theca externa; theca interna"""
"""CL_0002144""","""D042783""","""capillary endothelial cell""","""capillary endothelial cell; capillary endothelial cells; cell, capillary endothelial; cell, endothelial; cell, lymphatic endothelial; cell, vascular endothelial; cells, capillary endothelial; cells, endothelial; cells, lymphatic endothelial; cells, vascular endothelial; endothelial cell; endothelial cell, capillary; endothelial cell, lymphatic; endothelial cell, vascular; endothelial cells; endothelial cells, capillary; endothelial cells, lymphatic; endothelial cells, vascular; lymphatic endothelial cell; lymphatic endothelial cells; vascular endothelial cell; vascular endothelial cells"""
"""CL_0002150""","""D015622""","""epithelioid cell; epithelioid histocyte; epithelioid macrophage; epitheloid macrophage""","""cell, epithelioid; cells, epithelioid; epithelioid cell; epithelioid cells"""
"""CL_0002173""","""D050527""","""extraglomerular mesangial cell; goormaghtigh cell; lacis cell; polar cushion cells""","""cell, extraglomerular mesangial; cell, glomerular mesangial; cell, kidney mesangial; cell, lacis; cell, mesangial; cell, renal mesangial; cells, extraglomerular mesangial; cells, glomerular mesangial; cells, kidney mesangial; cells, lacis; cells, mesangial; cells, renal mesangial; extraglomerular mesangial cell; extraglomerular mesangial cells; glomerular mesangial cell; glomerular mesangial cells; kidney mesangial cell; kidney mesangial cells; lacis cell; lacis cells; mesangial cell; mesangial cell, extraglomerular; mesangial cell, glomerular; mesangial cell, kidney; mesangial cell, renal; mesangial cells; mesangial cells, extraglomerular; mesangial cells, glomerular; mesangial cells, kidney; mesangial cells, renal; renal glomerulus mesangial cells; renal mesangial cell; renal mesangial cells"""
"""CL_0002192""","""D042381""","""metamyelocyte""","""cell, granulocyte precursor; cell, granulocyte progenitor; cell, granulocytic precursor; cells, granulocyte precursor; cells, granulocyte progenitor; cells, granulocytic precursor; granulocyte precursor cell; granulocyte precursor cells; granulocyte progenitor; granulocyte progenitor cell; granulocyte progenitor cells; granulocyte progenitors; granulocytic precursor cell; granulocytic precursor cells; metamyelocyte; metamyelocytes; myeloblast; myeloblasts; myelocyte; myelocytes; precursor cell, granulocyte; precursor cell, granulocytic; precursor cells, granulocyte; precursor cells, granulocytic; premyelocyte; premyelocytes; progenitor cell, granulocyte; progenitor cells, granulocyte; progenitor, granulocyte; progenitors, granulocyte; progranulocyte; progranulocytes; promyelocyte; promyelocytes"""
"""CL_0002193""","""D042381""","""myelocyte""","""cell, granulocyte precursor; cell, granulocyte progenitor; cell, granulocytic precursor; cells, granulocyte precursor; cells, granulocyte progenitor; cells, granulocytic precursor; granulocyte precursor cell; granulocyte precursor cells; granulocyte progenitor; granulocyte progenitor cell; granulocyte progenitor cells; granulocyte progenitors; granulocytic precursor cell; granulocytic precursor cells; metamyelocyte; metamyelocytes; myeloblast; myeloblasts; myelocyte; myelocytes; precursor cell, granulocyte; precursor cell, granulocytic; precursor cells, granulocyte; precursor cells, granulocytic; premyelocyte; premyelocytes; progenitor cell, granulocyte; progenitor cells, granulocyte; progenitor, granulocyte; progenitors, granulocyte; progranulocyte; progranulocytes; promyelocyte; promyelocytes"""
"""CL_0002198""","""D024862""","""oncocyte; oxyphil""","""askenazy cells; cell, hurthle; cells, askenazy; cells, hurthle; cells, oxyphil; hurthle cell; hurthle cells; oncocyte; oncocytes; oxyphil cell; oxyphil cells"""
"""CL_0002200""","""D024862""","""askanazy cells; hurthle cells; oxyphil cell of thyroid""","""askenazy cells; cell, hurthle; cells, askenazy; cells, hurthle; cells, oxyphil; hurthle cell; hurthle cells; oncocyte; oncocytes; oxyphil cell; oxyphil cells"""
"""CL_0002204""","""D000095491""","""brush cell; caveolated cell; fibrillovesicular cell; multivesicular cell; tuft cell""","""brush cell; brush cells; caveolated cell; caveolated cells; cell, brush; cell, caveolated; cell, tuft; tuft cell; tuft cells"""
"""CL_0002210""","""D018657""","""oxidative muscle fiber; red muscle cell; red muscle fiber""","""fiber, red muscle; fiber, slow-twitch muscle; fibers, red muscle; fibers, slow-twitch muscle; muscle fiber, red; muscle fiber, slow-twitch; muscle fibers, red; muscle fibers, slow twitch; muscle fibers, slow-twitch; muscle fibers, type i; red muscle fiber; red muscle fibers; slow-twitch muscle fiber; slow-twitch muscle fibers"""
"""CL_0002211""","""D018657""","""intermediate muscle fiber; slow twitch fiber; slow twitch muscle cell; slow twitch muscle fiber; slow-twitch muscle fiber; type 1 muscle cell; type 1 muscle fiber; type i muscle cell; type i muscle fiber""","""fiber, red muscle; fiber, slow-twitch muscle; fibers, red muscle; fibers, slow-twitch muscle; muscle fiber, red; muscle fiber, slow-twitch; muscle fibers, red; muscle fibers, slow twitch; muscle fibers, slow-twitch; muscle fibers, type i; red muscle fiber; red muscle fibers; slow-twitch muscle fiber; slow-twitch muscle fibers"""
"""CL_0002212""","""D018656""","""type 2 muscle cell; type 2 muscle fiber; type ii muscle cell; type ii muscle fiber""","""fast-twitch muscle fiber; fast-twitch muscle fibers; fiber, fast-twitch muscle; fiber, intermediate muscle; fiber, white muscle; fibers, fast-twitch muscle; fibers, intermediate muscle; fibers, white muscle; intermediate muscle fiber; intermediate muscle fibers; muscle fiber, fast-twitch; muscle fiber, intermediate; muscle fiber, white; muscle fibers, fast twitch; muscle fibers, fast-twitch; muscle fibers, intermediate; muscle fibers, type ii; muscle fibers, white; white muscle fiber; white muscle fibers"""
"""CL_0002213""","""D018656""","""white muscle cell""","""fast-twitch muscle fiber; fast-twitch muscle fibers; fiber, fast-twitch muscle; fiber, intermediate muscle; fiber, white muscle; fibers, fast-twitch muscle; fibers, intermediate muscle; fibers, white muscle; intermediate muscle fiber; intermediate muscle fibers; muscle fiber, fast-twitch; muscle fiber, intermediate; muscle fiber, white; muscle fibers, fast twitch; muscle fibers, fast-twitch; muscle fibers, intermediate; muscle fibers, type ii; muscle fibers, white; white muscle fiber; white muscle fibers"""
"""CL_0002216""","""D018656""","""intermediate muscle cell""","""fast-twitch muscle fiber; fast-twitch muscle fibers; fiber, fast-twitch muscle; fiber, intermediate muscle; fiber, white muscle; fibers, fast-twitch muscle; fibers, intermediate muscle; fibers, white muscle; intermediate muscle fiber; intermediate muscle fibers; muscle fiber, fast-twitch; muscle fiber, intermediate; muscle fiber, white; muscle fibers, fast twitch; muscle fibers, fast-twitch; muscle fibers, intermediate; muscle fibers, type ii; muscle fibers, white; white muscle fiber; white muscle fibers"""
"""CL_0002246""","""D000072916""","""pbsc; peripheral blood stem cell""","""peripheral blood stem cell; peripheral blood stem cells; peripheral stem cell; peripheral stem cells; stem cell, peripheral; stem cells, peripheral"""
"""CL_0002248""","""D039904""","""pluripotent stem cell""","""pluripotent stem cell; pluripotent stem cells; stem cell, pluripotent; stem cells, pluripotent"""
"""CL_0002257""","""D000072637""","""epithelial cell of thyroid gland""","""cell, thyroid epithelial; cell, thyroid follicular; cells, thyroid epithelial; cells, thyroid follicular; epithelial cell, thyroid; epithelial cells, thyroid; follicular cell, thyroid; follicular cells, thyroid; thyrocyte; thyrocytes; thyroid epithelial cell; thyroid epithelial cells; thyroid follicular cell; thyroid follicular cells"""
"""CL_0002258""","""D000072637""","""follicular cell of thyroid gland; principal cell of thyroid gland; thyroid follicular cell; thyroid gland follicular cell""","""cell, thyroid epithelial; cell, thyroid follicular; cells, thyroid epithelial; cells, thyroid follicular; epithelial cell, thyroid; epithelial cells, thyroid; follicular cell, thyroid; follicular cells, thyroid; thyrocyte; thyrocytes; thyroid epithelial cell; thyroid epithelial cells; thyroid follicular cell; thyroid follicular cells"""
"""CL_0002275""","""D050418""","""pancreatic pp cell; pancreatic polypeptide-secreting cell; pp cell of pancreatic islet; pp-cell of pancreatic islet""","""cell, pancreatic polypeptide-secreting; cells, pancreatic polypeptide-secreting; pp cell, pancreatic; pp cells, pancreatic; pancreatic pp cell; pancreatic pp cells; pancreatic polypeptide cell; pancreatic polypeptide cells; pancreatic polypeptide secreting cells; pancreatic polypeptide-secreting cell; pancreatic polypeptide-secreting cells"""
"""CL_0002290""","""D013094""","""y chromosome-bearing sperm cell; y bearing sperm; y-bearing sperm""","""sperm; sperm, x-bearing; sperm, x-chromosome-bearing; sperm, y-bearing; sperm, y-chromosome-bearing; spermatozoa; spermatozoon; sperms, x-bearing; sperms, x-chromosome-bearing; sperms, y-bearing; sperms, y-chromosome-bearing; x bearing sperm; x chromosome bearing sperm; x-bearing sperm; x-bearing sperms; x-chromosome-bearing sperm; x-chromosome-bearing sperms; y bearing sperm; y chromosome bearing sperm; y-bearing sperm; y-bearing sperms; y-chromosome-bearing sperm; y-chromosome-bearing sperms"""
"""CL_0002291""","""D013094""","""x chromosome-bearing sperm cell; x bearing sperm; x-bearing sperm""","""sperm; sperm, x-bearing; sperm, x-chromosome-bearing; sperm, y-bearing; sperm, y-chromosome-bearing; spermatozoa; spermatozoon; sperms, x-bearing; sperms, x-chromosome-bearing; sperms, y-bearing; sperms, y-chromosome-bearing; x bearing sperm; x chromosome bearing sperm; x-bearing sperm; x-bearing sperms; x-chromosome-bearing sperm; x-chromosome-bearing sperms; y bearing sperm; y chromosome bearing sperm; y-bearing sperm; y-bearing sperms; y-chromosome-bearing sperm; y-chromosome-bearing sperms"""
"""CL_0002309""","""D052680""","""corticotroph""","""acth-producing cell, pituitary; acth-producing cells, pituitary; acth-secreting cell, pituitary; acth-secreting cells, pituitary; adrenocorticotropin-secreting cell, pituitary; adrenocorticotropin-secreting cells, pituitary; cells, pituitary adrenocorticotropin-secreting; corticotroph; corticotrophs; pituitary acth producing cells; pituitary acth secreting cells; pituitary acth-producing cell; pituitary acth-producing cells; pituitary acth-secreting cell; pituitary acth-secreting cells; pituitary adrenocorticotropin secreting cells; pituitary adrenocorticotropin-secreting cell; pituitary adrenocorticotropin-secreting cells"""
"""CL_0002311""","""D052682""","""epsilon-acidophil; lactotrope; lactotroph; lactotropic cell; mammotrope; mammotroph; mammotrophic cell; mammotropic cell""","""lactotroph; lactotrophs; pituitary prolactin cell; pituitary prolactin cells; pituitary prolactin secreting cells; pituitary prolactin-secreting cell; pituitary prolactin-secreting cells; prolactin cell, pituitary; prolactin cells, pituitary; prolactin-secreting cell, pituitary; prolactin-secreting cells, pituitary"""
"""CL_0002312""","""D052683""","""somatotrope; somatotroph; somatotropic cell; somatrophic cell""","""gh cell, pituitary; gh cells, pituitary; pituitary gh cell; pituitary gh cells; pituitary growth hormone secreting cells; pituitary growth hormone-secreting cells; somatotroph; somatotrophs"""
"""CL_0002319""","""D009474""","""neural cell""","""cell, nerve; cells, nerve; nerve cell; nerve cells; neuron; neurons"""
"""CL_0002320""","""D003239""","""connective tissue cell""","""cell, connective tissue; cells, connective tissue; connective tissue cell; connective tissue cells"""
"""CL_0002321""","""D053595""","""embryonic cell (metazoa)""","""cell, embryonic stem; cells, embryonic stem; embryonic stem cell; embryonic stem cells; stem cell, embryonic; stem cells, embryonic"""
"""CL_0002322""","""D053595""","""embryonic stem cell; esc""","""cell, embryonic stem; cells, embryonic stem; embryonic stem cell; embryonic stem cells; stem cell, embryonic; stem cells, embryonic"""
"""CL_0002369""","""D013172""","""fungal spore""","""conidia; conidium; fungal spore; fungal spores; spore, fungal; spores, fungal"""
"""CL_0002371""","""D004171""","""somatic cell""","""cell, diploid; cells, diploid; diploid; diploid cell; diploid cells; diploidies; diploids; diploidy"""
"""CL_0002410""","""D058954""","""pancreas stellate cell; pancreatic stellate cell; pasc""","""cell, pancreatic stellate; cells, pancreatic stellate; pancreatic stellate cell; pancreatic stellate cells; stellate cell, pancreatic; stellate cells, pancreatic"""
"""CL_0002418""","""D055018""","""hemangioblast""","""cell, hemogenic endothelial; cells, hemogenic endothelial; endothelial cell, hemogenic; endothelial cells, hemogenic; endothelium, hemogenic; endotheliums, hemogenic; hemangioblast; hemangioblasts; hemogenic endothelial cell; hemogenic endothelial cells; hemogenic endothelium; hemogenic endotheliums"""
