iri,id,name,aka,description
http://id.nlm.nih.gov/mesh/M0019899,M0019899,Sinus of Valsalva,Valsalva Sinus,The dilatation of the aortic wall behind each of the cusps of the aortic valve.
http://id.nlm.nih.gov/mesh/M0019920,M0019920,Skeleton,Skeletons,"The rigid framework of connected bones that gives form to the body, protects and supports its soft organs and tissues, and provides attachments for MUSCLES."
http://id.nlm.nih.gov/mesh/M0019925,M0019925,Skin,,The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS.
http://id.nlm.nih.gov/mesh/M0019947,M0019947,Skull,Skulls,The SKELETON of the HEAD including the FACIAL BONES and the bones enclosing the BRAIN.
http://id.nlm.nih.gov/mesh/M0020151,M0020151,Somatosensory Cortex,"Cortex, Somatosensory","Area of the parietal lobe concerned with receiving sensations such as movement, pain, pressure, position, temperature, touch, and vibration. It lies posterior to the central sulcus."
http://id.nlm.nih.gov/mesh/M0020265,M0020265,Sperm Head,"Head, Sperm; Heads, Sperm; Sperm Heads",The anterior portion of the spermatozoon (SPERMATOZOA) that contains mainly the nucleus with highly compact CHROMATIN material.
http://id.nlm.nih.gov/mesh/M0020269,M0020269,Sperm Tail,"Sperm Tails; Tail, Sperm; Tails, Sperm",The posterior filiform portion of the spermatozoon (SPERMATOZOA) that provides sperm motility.
http://id.nlm.nih.gov/mesh/M0020274,M0020274,Spermatic Cord,"Cord, Spermatic; Cords, Spermatic; Spermatic Cords",Either of a pair of tubular structures formed by DUCTUS DEFERENS; ARTERIES; VEINS; LYMPHATIC VESSELS; and nerves. The spermatic cord extends from the deep inguinal ring through the INGUINAL CANAL to the TESTIS in the SCROTUM.
http://id.nlm.nih.gov/mesh/M0020276,M0020276,Spermatids,Spermatid,"Male germ cells derived from the haploid secondary SPERMATOCYTES. Without further division, spermatids undergo structural changes and give rise to SPERMATOZOA."
http://id.nlm.nih.gov/mesh/M0020280,M0020280,Spermatocytes,Spermatocyte,Male germ cells derived from SPERMATOGONIA. The euploid primary spermatocytes undergo MEIOSIS and give rise to the haploid secondary spermatocytes which in turn give rise to SPERMATIDS.
http://id.nlm.nih.gov/mesh/M0020285,M0020285,Spermatogonia,Spermatogonias,"Euploid male germ cells of an early stage of SPERMATOGENESIS, derived from prespermatogonia. With the onset of puberty, spermatogonia at the basement membrane of the seminiferous tubule proliferate by mitotic then meiotic divisions and give rise to the haploid SPERMATOCYTES."
http://id.nlm.nih.gov/mesh/M0020286,M0020286,Spermatozoa,,"Mature male germ cells derived from SPERMATIDS. As spermatids move toward the lumen of the SEMINIFEROUS TUBULES, they undergo extensive structural changes including the loss of cytoplasm, condensation of CHROMATIN into the SPERM HEAD, formation of the ACROSOME cap, the SPERM MIDPIECE and the SPERM TAIL that provides motility."
http://id.nlm.nih.gov/mesh/M0020291,M0020291,Sphenoid Bone,"Bone, Sphenoid; Sphenoid Bones","An irregular unpaired bone situated at the SKULL BASE and wedged between the frontal, temporal, and occipital bones (FRONTAL BONE; TEMPORAL BONE; OCCIPITAL BONE). Sphenoid bone consists of a median body and three pairs of processes resembling a bat with spread wings. The body is hollowed out in its inferior to form two large cavities (SPHENOID SINUS)."
http://id.nlm.nih.gov/mesh/M0020292,M0020292,Sphenoid Sinus,"Sinus, Sphenoid",One of the paired air spaces located in the body of the SPHENOID BONE behind the ETHMOID BONE in the middle of the skull. Sphenoid sinus communicates with the posterosuperior part of NASAL CAVITY on the same side.
http://id.nlm.nih.gov/mesh/M0020293,M0020293,Spherocytes,Spherocyte,"Small, abnormal spherical red blood cells with more than the normal amount of hemoglobin."
http://id.nlm.nih.gov/mesh/M0020308,M0020308,Spinal Canal,"Canal, Spinal; Spinal Canals",The cavity within the SPINAL COLUMN through which the SPINAL CORD passes.
http://id.nlm.nih.gov/mesh/M0020309,M0020309,Spinal Cord,"Cord, Spinal; Cords, Spinal; Spinal Cords",A cylindrical column of tissue that lies within the vertebral canal. It is composed of WHITE MATTER and GRAY MATTER.
http://id.nlm.nih.gov/mesh/M0020321,M0020321,Spinal Nerve Roots,"Nerve Root, Spinal; Nerve Roots, Spinal; Root, Spinal Nerve; Roots, Spinal Nerve; Spinal Nerve Root","Paired bundles of NERVE FIBERS entering and leaving the SPINAL CORD at each segment. The dorsal and ventral nerve roots join to form the mixed segmental spinal nerves. The dorsal roots are generally afferent, formed by the central projections of the spinal (dorsal root) ganglia sensory cells, and the ventral roots are efferent, comprising the axons of spinal motor and PREGANGLIONIC AUTONOMIC FIBERS."
http://id.nlm.nih.gov/mesh/M0020324,M0020324,Spinal Nerves,"Nerve, Spinal; Nerves, Spinal; Spinal Nerve",The 31 paired peripheral nerves formed by the union of the dorsal and ventral spinal roots from each spinal cord segment. The spinal nerve plexuses and the spinal roots are also included.
http://id.nlm.nih.gov/mesh/M0020332,M0020332,Spine,,The spinal or vertebral column.
http://id.nlm.nih.gov/mesh/M0020338,M0020338,Spinothalamic Tracts,"Spinothalamic Tract; Tract, Spinothalamic; Tracts, Spinothalamic","A bundle of NERVE FIBERS connecting each posterior horn of the spinal cord to the opposite side of the THALAMUS, carrying information about pain, temperature, and touch. It is one of two major routes by which afferent spinal NERVE FIBERS carrying sensations of somaesthesis are transmitted to the THALAMUS."
http://id.nlm.nih.gov/mesh/M0020341,M0020341,Spiral Ganglion,"Ganglion, Spiral",The sensory ganglion of the COCHLEAR NERVE. The cells of the spiral ganglion send fibers peripherally to the cochlear hair cells and centrally to the COCHLEAR NUCLEI of the BRAIN STEM.
http://id.nlm.nih.gov/mesh/M0020363,M0020363,Splanchnic Nerves,"Nerve, Splanchnic; Nerves, Splanchnic; Splanchnic Nerve","The major nerves supplying sympathetic innervation to the abdomen. The greater, lesser, and lowest (or smallest) splanchnic nerves are formed by preganglionic fibers from the spinal cord which pass through the paravertebral ganglia and then to the celiac ganglia and plexuses. The lumbar splanchnic nerves carry fibers which pass through the lumbar paravertebral ganglia to the mesenteric and hypogastric ganglia."
http://id.nlm.nih.gov/mesh/M0020364,M0020364,Spleen,,An encapsulated lymphatic organ through which venous blood filters.
http://id.nlm.nih.gov/mesh/M0020367,M0020367,Splenic Artery,"Arteries, Splenic; Artery, Splenic; Splenic Arteries","The largest branch of the celiac trunk with distribution to the spleen, pancreas, stomach and greater omentum."
http://id.nlm.nih.gov/mesh/M0020372,M0020372,Splenic Vein,"Splenic Veins; Vein, Splenic; Veins, Splenic","Vein formed by the union (at the hilus of the spleen) of several small veins from the stomach, pancreas, spleen and mesentery."
http://id.nlm.nih.gov/mesh/M0020417,M0020417,Stapedius,,A tiny muscle that arises from the posterior wall of the TYMPANIC CAVITY of MIDDLE EAR with its tendon inserted onto the neck of the STAPES. Stapedius pulls the stapes posteriorly and controls its movement.
http://id.nlm.nih.gov/mesh/M0020471,M0020471,Stellate Ganglion,"Ganglion, Stellate",A paravertebral sympathetic ganglion formed by the fusion of the inferior cervical and first thoracic ganglia.
http://id.nlm.nih.gov/mesh/M0020516,M0020516,Sternoclavicular Joint,"Joint, Sternoclavicular; Joints, Sternoclavicular; Sternoclavicular Joints","A double gliding joint formed by the CLAVICLE, superior and lateral parts of the manubrium sterni at the clavicular notch, and the cartilage of the first rib."
http://id.nlm.nih.gov/mesh/M0020517,M0020517,Sternocostal Joints,"Joint, Sternocostal; Joints, Sternocostal; Sternocostal Joint",An articulation where the costal cartilage of each rib fit with slight concavities along the lateral borders of the STERNUM.
http://id.nlm.nih.gov/mesh/M0020518,M0020518,Sternum,,"A long, narrow, and flat bone commonly known as BREASTBONE occurring in the midsection of the anterior thoracic segment or chest region, which stabilizes the rib cage and serves as the point of origin for several muscles that move the arms, head, and neck."
http://id.nlm.nih.gov/mesh/M0020540,M0020540,Stomach,Stomachs,An organ of digestion situated in the left upper quadrant of the abdomen between the termination of the ESOPHAGUS and the beginning of the DUODENUM.
http://id.nlm.nih.gov/mesh/M0020647,M0020647,Subarachnoid Space,"Space, Subarachnoid; Spaces, Subarachnoid; Subarachnoid Spaces","The space between the arachnoid membrane and PIA MATER, filled with CEREBROSPINAL FLUID. It contains large blood vessels that supply the BRAIN and SPINAL CORD."
http://id.nlm.nih.gov/mesh/M0020649,M0020649,Subclavian Artery,"Arteries, Subclavian; Artery, Subclavian; Subclavian Arteries","Artery arising from the brachiocephalic trunk on the right side and from the arch of the aorta on the left side. It distributes to the neck, thoracic wall, spinal cord, brain, meninges, and upper limb."
http://id.nlm.nih.gov/mesh/M0020651,M0020651,Subclavian Vein,"Subclavian Veins; Vein, Subclavian; Veins, Subclavian",The continuation of the axillary vein which follows the subclavian artery and then joins the internal jugular vein to form the brachiocephalic vein.
http://id.nlm.nih.gov/mesh/M0020652,M0020652,Subcommissural Organ,"Organ, Subcommissural; Organs, Subcommissural; Subcommissural Organs",Ependymal derivative located at the junction of the THIRD VENTRICLE and the CEREBRAL AQUEDUCT; and the SOMATOSTATIN SECRETING CELLS.
http://id.nlm.nih.gov/mesh/M0020656,M0020656,Subdural Space,"Space, Subdural; Subdural Spaces",Potential cavity which separates the ARACHNOID MATER from the DURA MATER.
http://id.nlm.nih.gov/mesh/M0020657,M0020657,Subfornical Organ,"Organ, Subfornical; Organs, Subfornical; Subfornical Organs","A structure, situated close to the intraventricular foramen, which induces DRINKING BEHAVIOR after stimulation with ANGIOTENSIN II."
http://id.nlm.nih.gov/mesh/M0020664,M0020664,Sublingual Gland,"Gland, Sublingual; Glands, Sublingual; Sublingual Glands",A salivary gland on each side of the mouth below the TONGUE.
http://id.nlm.nih.gov/mesh/M0020666,M0020666,Submandibular Gland,"Gland, Submandibular; Glands, Submandibular; Submandibular Glands","One of two salivary glands in the neck, located in the space bound by the two bellies of the digastric muscle and the angle of the mandible. It discharges through the submandibular duct. The secretory units are predominantly serous although a few mucous alveoli, some with serous demilunes, occur. (Stedman, 25th ed)"
http://id.nlm.nih.gov/mesh/M0020671,M0020671,Submucous Plexus,"Plexus, Submucous","One of two ganglionated neural networks which together form the enteric nervous system. The submucous (Meissner's) plexus is in the connective tissue of the submucosa. Its neurons innervate the epithelium, blood vessels, endocrine cells, other submucosal ganglia, and myenteric ganglia, and play an important role in regulating ion and water transport. (From FASEB J 1989;3:127-38)"
http://id.nlm.nih.gov/mesh/M0020679,M0020679,Substantia Gelatinosa,"Gelatinosa, Substantia; Gelatinosas, Substantia; Substantia Gelatinosas","Gelatinous-appearing material in the dorsal horn of the spinal cord, consisting chiefly of Golgi type II neurons and some larger nerve cells."
http://id.nlm.nih.gov/mesh/M0020681,M0020681,Substantia Innominata,"Innominata, Substantia","Tissue in the BASAL FOREBRAIN inferior to the anterior perforated substance, and anterior to the GLOBUS PALLIDUS and ansa lenticularis. It contains the BASAL NUCLEUS OF MEYNERT."
http://id.nlm.nih.gov/mesh/M0020683,M0020683,Substantia Nigra,"Nigra, Substantia; Nigras, Substantia; Substantia Nigras","The black substance in the ventral midbrain or the nucleus of cells containing the black substance. These cells produce DOPAMINE, an important neurotransmitter in regulation of the sensorimotor system and mood. The dark colored MELANIN is a by-product of dopamine synthesis."
http://id.nlm.nih.gov/mesh/M0020685,M0020685,Subtalar Joint,"Joint, Subtalar; Joints, Subtalar; Subtalar Joints",Formed by the articulation of the talus with the calcaneus.
http://id.nlm.nih.gov/mesh/M0020820,M0020820,Superior Colliculi,"Colliculi, Superior","The anterior pair of the quadrigeminal bodies which coordinate the general behavioral orienting responses to visual stimuli, such as whole-body turning, and reaching."
http://id.nlm.nih.gov/mesh/M0020848,M0020848,Suprachiasmatic Nucleus,,An ovoid densely packed collection of small cells of the anterior hypothalamus lying close to the midline in a shallow impression of the OPTIC CHIASM.
http://id.nlm.nih.gov/mesh/M0020850,M0020850,Supraoptic Nucleus,"Nucleus, Supraoptic",Hypothalamic nucleus overlying the beginning of the OPTIC TRACT.
http://id.nlm.nih.gov/mesh/M0020852,M0020852,Sural Nerve,"Nerve, Sural; Nerves, Sural; Sural Nerves",A branch of the tibial nerve which supplies sensory innervation to parts of the lower leg and foot.
http://id.nlm.nih.gov/mesh/M0020922,M0020922,Sweat Glands,"Gland, Sweat; Glands, Sweat; Sweat Gland","Sweat-producing structures that are embedded in the DERMIS. Each gland consists of a single tube, a coiled body, and a superficial duct."
http://id.nlm.nih.gov/mesh/M0020944,M0020944,Sympathetic Nervous System,"Nervous System, Sympathetic; Nervous Systems, Sympathetic; Sympathetic Nervous Systems; System, Sympathetic Nervous; Systems, Sympathetic Nervous","The thoracolumbar division of the autonomic nervous system. Sympathetic preganglionic fibers originate in neurons of the intermediolateral column of the spinal cord and project to the paravertebral and prevertebral ganglia, which in turn project to target organs. The sympathetic nervous system mediates the body's response to stressful situations, i.e., the fight or flight reactions. It often acts reciprocally to the parasympathetic system."
http://id.nlm.nih.gov/mesh/M0020950,M0020950,Synapses,,"Specialized junctions at which a neuron communicates with a target cell. At classical synapses, a neuron's presynaptic terminal releases a chemical transmitter stored in synaptic vesicles which diffuses across a narrow synaptic cleft and activates receptors on the postsynaptic membrane of the target cell. The target may be a dendrite, cell body, or axon of another neuron, or a specialized region of a muscle or secretory cell. Neurons may also communicate via direct electrical coupling with ELECTRICAL SYNAPSES. Several other non-synaptic chemical or electric signal transmitting processes occur via extracellular mediated interactions."
http://id.nlm.nih.gov/mesh/M0020951,M0020951,Synaptic Membranes,"Membrane, Synaptic; Membranes, Synaptic; Synaptic Membrane",Cell membranes associated with synapses. Both presynaptic and postsynaptic membranes are included along with their integral or tightly associated specializations for the release or reception of transmitters.
http://id.nlm.nih.gov/mesh/M0020952,M0020952,Synaptic Vesicles,"Synaptic Vesicle; Vesicle, Synaptic; Vesicles, Synaptic","Membrane-bound compartments which contain transmitter molecules. Synaptic vesicles are concentrated at presynaptic terminals. They actively sequester transmitter molecules from the cytoplasm. In at least some synapses, transmitter release occurs by fusion of these vesicles with the presynaptic membrane, followed by exocytosis of their contents."
http://id.nlm.nih.gov/mesh/M0020961,M0020961,Synovial Fluid,"Fluid, Synovial; Fluids, Synovial; Synovial Fluids","The clear, viscous fluid secreted by the SYNOVIAL MEMBRANE. It contains mucin, albumin, fat, and mineral salts and serves to lubricate joints."
http://id.nlm.nih.gov/mesh/M0020962,M0020962,Synovial Membrane,"Membrane, Synovial; Membranes, Synovial; Synovial Membranes",The inner membrane of a joint capsule surrounding a freely movable joint. It is loosely attached to the external fibrous capsule and secretes SYNOVIAL FLUID.
http://id.nlm.nih.gov/mesh/M0020987,M0020987,T-Lymphocytes,T Lymphocytes; T-Lymphocyte,"Lymphocytes responsible for cell-mediated immunity. Two types have been identified - cytotoxic (T-LYMPHOCYTES, CYTOTOXIC) and helper T-lymphocytes (T-LYMPHOCYTES, HELPER-INDUCER). They are formed when lymphocytes circulate through the THYMUS GLAND and differentiate to thymocytes. When exposed to an antigen, they divide rapidly and produce large numbers of new T cells sensitized to that antigen."
http://id.nlm.nih.gov/mesh/M0020988,M0020988,"T-Lymphocytes, Regulatory","T Lymphocytes, Regulatory","CD4-positive T cells that inhibit immunopathology or autoimmune disease in vivo. They inhibit the immune response by influencing the activity of other cell types. Regulatory T-cells include naturally occurring CD4+CD25+ cells, IL-10 secreting Tr1 cells, and Th3 cells."
http://id.nlm.nih.gov/mesh/M0020989,M0020989,"T-Lymphocytes, Cytotoxic","Cytotoxic T-Lymphocyte; T Lymphocytes, Cytotoxic; T-Lymphocyte, Cytotoxic","Immunized T-lymphocytes which can directly destroy appropriate target cells. These cytotoxic lymphocytes may be generated in vitro in mixed lymphocyte cultures (MLC), in vivo during a graft-versus-host (GVH) reaction, or after immunization with an allograft, tumor cell or virally transformed or chemically modified target cell. The lytic phenomenon is sometimes referred to as cell-mediated lympholysis (CML). These CD8-positive cells are distinct from NATURAL KILLER CELLS and NATURAL KILLER T-CELLS. There are two effector phenotypes: TC1 and TC2."
http://id.nlm.nih.gov/mesh/M0021023,M0021023,Talus,,The second largest of the TARSAL BONES. It articulates with the TIBIA and FIBULA to form the ANKLE JOINT.
http://id.nlm.nih.gov/mesh/M0021042,M0021042,Tarsal Bones,"Bone, Tarsal; Bones, Tarsal; Tarsal Bone","The seven bones which form the tarsus - namely, CALCANEUS; TALUS; cuboid, navicular, and the internal, middle, and external cuneiforms."
http://id.nlm.nih.gov/mesh/M0021047,M0021047,Tarsal Joints,"Joint, Tarsal; Joints, Tarsal",The articulations between the various TARSAL BONES. This does not include the ANKLE JOINT which consists of the articulations between the TIBIA; FIBULA; and TALUS.
http://id.nlm.nih.gov/mesh/M0021061,M0021061,Taste Buds,"Bud, Taste; Buds, Taste; Taste Bud","Small sensory organs which contain gustatory receptor cells, basal cells, and supporting cells. Taste buds in humans are found in the epithelia of the tongue, palate, and pharynx. They are innervated by the CHORDA TYMPANI NERVE (a branch of the facial nerve) and the GLOSSOPHARYNGEAL NERVE."
http://id.nlm.nih.gov/mesh/M0021120,M0021120,Tegmentum Mesencephali,"Mesencephali, Tegmentum; Mesencephalus, Tegmentum; Tegmentum Mesencephalus","Portion of midbrain situated under the dorsal TECTUM MESENCEPHALI. The two ventrolateral cylindrical masses or peduncles are large nerve fiber bundles providing a tract of passage between the FOREBRAIN with the HINDBRAIN. Ventral MIDBRAIN also contains three colorful structures: the GRAY MATTER (PERIAQUEDUCTAL GRAY), the black substance (SUBSTANTIA NIGRA), and the RED NUCLEUS."
http://id.nlm.nih.gov/mesh/M0021130,M0021130,Telencephalon,,The anterior subdivision of the embryonic PROSENCEPHALON or the corresponding part of the adult prosencephalon that includes the cerebrum and associated structures.
http://id.nlm.nih.gov/mesh/M0021146,M0021146,Temporal Arteries,"Arteries, Temporal; Artery, Temporal; Temporal Artery",Arteries arising from the external carotid or the maxillary artery and distributing to the temporal region.
http://id.nlm.nih.gov/mesh/M0021148,M0021148,Temporal Bone,"Bone, Temporal; Temporal Bones","Either of a pair of compound bones forming the lateral (left and right) surfaces and base of the skull which contains the organs of hearing. It is a large bone formed by the fusion of parts: the squamous (the flattened anterior-superior part), the tympanic (the curved anterior-inferior part), the mastoid (the irregular posterior portion), and the petrous (the part at the base of the skull)."
http://id.nlm.nih.gov/mesh/M0021149,M0021149,Temporal Lobe,"Lobe, Temporal; Temporal Lobes","Lower lateral part of the cerebral hemisphere responsible for auditory, olfactory, and semantic processing. It is located inferior to the lateral fissure and anterior to the OCCIPITAL LOBE."
http://id.nlm.nih.gov/mesh/M0021150,M0021150,Wernicke Area,"Area, Wernicke",Functional region comprising posterior part of the SUPERIOR TEMPORAL GYRUS in the dominant cerebral hemisphere (see CEREBRAL DOMINANCE) and often portions of the PARIETAL LOBE. Along with BROCA AREA it is important in SPEECH and LANGUAGE processes. A lesion in the area is associated with WERNICKE APHASIA and CONDUCTION APHASIA.
http://id.nlm.nih.gov/mesh/M0021151,M0021151,Temporal Muscle,"Muscle, Temporal; Muscles, Temporal; Temporal Muscles",A masticatory muscle whose action is closing the jaws; its posterior portion retracts the mandible.
http://id.nlm.nih.gov/mesh/M0021152,M0021152,Temporomandibular Joint,"Joint, Temporomandibular; Joints, Temporomandibular; Temporomandibular Joints",An articulation between the condyle of the mandible and the articular tubercle of the temporal bone.
http://id.nlm.nih.gov/mesh/M0021158,M0021158,Tendons,Tendon,Fibrous bands or cords of CONNECTIVE TISSUE at the ends of SKELETAL MUSCLE FIBERS that serve to attach the MUSCLES to bones and other structures.
http://id.nlm.nih.gov/mesh/M0021168,M0021168,Tensor Tympani,"Tensor Tympanus; Tympani, Tensor; Tympanus, Tensor",A short muscle that arises from the pharyngotympanic tube (EUSTACHIAN TUBE) and inserts into the handle of the MALLEUS. This muscle pulls the handle medially thus controlling the tension and movement of TYMPANIC MEMBRANE.
http://id.nlm.nih.gov/mesh/M0021193,M0021193,Testis,,The male gonad containing two functional parts: the SEMINIFEROUS TUBULES for the production and transport of male germ cells (SPERMATOGENESIS) and the interstitial compartment containing LEYDIG CELLS that produce ANDROGENS.
http://id.nlm.nih.gov/mesh/M0021263,M0021263,Thalamic Nuclei,"Nuclei, Thalamic",Several groups of nuclei in the thalamus that serve as the major relay centers for sensory impulses in the brain.
http://id.nlm.nih.gov/mesh/M0021264,M0021264,Thalamus,,Paired bodies containing mostly GRAY MATTER and forming part of the lateral wall of the THIRD VENTRICLE of the brain.
http://id.nlm.nih.gov/mesh/M0021274,M0021274,Theca Cells,"Cell, Theca; Cells, Theca; Theca Cell","The flattened stroma cells forming a sheath or theca outside the basal lamina lining the mature OVARIAN FOLLICLE. Thecal interstitial or stromal cells are steroidogenic, and produce primarily ANDROGENS which serve as precusors of ESTROGENS in the GRANULOSA CELLS."
http://id.nlm.nih.gov/mesh/M0021309,M0021309,Thermoreceptors,Thermoreceptor,Cellular receptors which mediate the sense of temperature. Thermoreceptors in vertebrates are mostly located under the skin. In mammals there are separate types of thermoreceptors for cold and for warmth and NOCICEPTORS which detect cold or heat extreme enough to cause pain.
http://id.nlm.nih.gov/mesh/M0021392,M0021392,Thoracic Arteries,"Arteries, Thoracic; Artery, Thoracic; Thoracic Artery","Arteries originating from the subclavian or axillary arteries and distributing to the anterior thoracic wall, mediastinal structures, diaphragm, pectoral muscles, mammary gland and the axillary aspect of the chest wall."
http://id.nlm.nih.gov/mesh/M0021395,M0021395,Thoracic Duct,"Duct, Thoracic; Ducts, Thoracic; Thoracic Ducts",The largest lymphatic vessel that passes through the chest and drains into the SUBCLAVIAN VEIN.
http://id.nlm.nih.gov/mesh/M0021398,M0021398,Thoracic Nerves,"Nerve, Thoracic; Nerves, Thoracic; Thoracic Nerve","The twelve spinal nerves on each side of the thorax. They include eleven INTERCOSTAL NERVES and one subcostal nerve. Both sensory and motor, they supply the muscles and skin of the thoracic and abdominal walls."
http://id.nlm.nih.gov/mesh/M0021406,M0021406,Thoracic Vertebrae,"Vertebrae, Thoracic",A group of twelve VERTEBRAE connected to the ribs that support the upper trunk region.
http://id.nlm.nih.gov/mesh/M0021468,M0021468,Thymus Gland,"Gland, Thymus; Glands, Thymus; Thymus Glands","A single, unpaired primary lymphoid organ situated in the MEDIASTINUM, extending superiorly into the neck to the lower edge of the THYROID GLAND and inferiorly to the fourth costal cartilage. It is necessary for normal development of immunologic function early in life. By puberty, it begins to involute and much of the tissue is replaced by fat."
http://id.nlm.nih.gov/mesh/M0021476,M0021476,Thyroid Cartilage,"Cartilage, Thyroid; Cartilages, Thyroid; Thyroid Cartilages",The largest cartilage of the larynx consisting of two laminae fusing anteriorly at an acute angle in the midline of the neck. The point of fusion forms a subcutaneous projection known as the Adam's apple.
http://id.nlm.nih.gov/mesh/M0021510,M0021510,Tibia,Tibias,"The second longest bone of the skeleton. It is located on the medial side of the lower leg, articulating with the FIBULA laterally, the TALUS distally, and the FEMUR proximally."
http://id.nlm.nih.gov/mesh/M0021512,M0021512,Tibial Nerve,"Nerve, Tibial; Nerves, Tibial; Tibial Nerves",The medial terminal branch of the sciatic nerve. The tibial nerve fibers originate in lumbar and sacral spinal segments (L4 to S2). They supply motor and sensory innervation to parts of the calf and foot.
http://id.nlm.nih.gov/mesh/M0021615,M0021615,Toe Joint,"Joint, Toe; Joints, Toe; Toe Joints","The articulation between the head of one phalanx and the base of the one distal to it, in each toe."
http://id.nlm.nih.gov/mesh/M0021656,M0021656,Tongue,Tongues,"A muscular organ in the mouth that is covered with pink tissue called mucosa, tiny bumps called papillae, and thousands of taste buds. The tongue is anchored to the mouth and is vital for chewing, swallowing, and for speech."
http://id.nlm.nih.gov/mesh/M0021663,M0021663,Palatine Tonsil,"Palatine Tonsils; Tonsils, Palatine",A round-to-oval mass of lymphoid tissue embedded in the lateral wall of the PHARYNX. There is one on each side of the oropharynx in the fauces between the anterior and posterior pillars of the SOFT PALATE.
http://id.nlm.nih.gov/mesh/M0021738,M0021738,Trabecular Meshwork,"Meshwork, Trabecular; Meshworks, Trabecular; Trabecular Meshworks",A porelike structure surrounding the entire circumference of the anterior chamber through which aqueous humor circulates to the SCHLEMM'S CANAL.
http://id.nlm.nih.gov/mesh/M0021743,M0021743,Trachea,Tracheas,The cartilaginous and membranous tube descending from the larynx and branching into the right and left main bronchi.
http://id.nlm.nih.gov/mesh/M0021947,M0021947,Tricuspid Valve,"Tricuspid Valves; Valve, Tricuspid; Valves, Tricuspid",The valve consisting of three cusps situated between the right atrium and right ventricle of the heart.
http://id.nlm.nih.gov/mesh/M0021964,M0021964,Trigeminal Caudal Nucleus,"Nucleus, Trigeminal Caudal","The caudal portion of the nucleus of the spinal trigeminal tract (TRIGEMINAL NUCLEUS, SPINAL), a nucleus involved with pain and temperature sensation."
http://id.nlm.nih.gov/mesh/M0021965,M0021965,Trigeminal Nerve,"Nerve, Trigeminal; Trigeminal Nerves","The 5th and largest cranial nerve. The trigeminal nerve is a mixed motor and sensory nerve. The larger sensory part forms the ophthalmic, mandibular, and maxillary nerves which carry afferents sensitive to external or internal stimuli from the skin, muscles, and joints of the face and mouth and from the teeth. Most of these fibers originate from cells of the TRIGEMINAL GANGLION and project to the TRIGEMINAL NUCLEUS of the brain stem. The smaller motor part arises from the brain stem trigeminal motor nucleus and innervates the muscles of mastication."
http://id.nlm.nih.gov/mesh/M0021967,M0021967,Trigeminal Nuclei,"Nuclei, Trigeminal; Nucleus, Trigeminal; Trigeminal Nucleus","Nuclei of the trigeminal nerve situated in the brain stem. They include the nucleus of the spinal trigeminal tract (TRIGEMINAL NUCLEUS, SPINAL), the principal sensory nucleus, the mesencephalic nucleus, and the motor nucleus."
http://id.nlm.nih.gov/mesh/M0021968,M0021968,"Trigeminal Nucleus, Spinal","Nucleus, Spinal Trigeminal; Spinal Trigeminal Nucleus","Nucleus of the spinal tract of the trigeminal nerve. It is divided cytoarchitectonically into three parts: oralis, caudalis (TRIGEMINAL CAUDAL NUCLEUS), and interpolaris."
http://id.nlm.nih.gov/mesh/M0022026,M0022026,Trochlear Nerve,"Nerve, Trochlear; Nerves, Trochlear; Trochlear Nerves",The 4th cranial nerve. The trochlear nerve carries the motor innervation of the superior oblique muscles of the eye.
http://id.nlm.nih.gov/mesh/M0022032,M0022032,Trophoblasts,,"Cells lining the outside of the BLASTOCYST. After binding to the ENDOMETRIUM, trophoblasts develop into two distinct layers, an inner layer of mononuclear cytotrophoblasts and an outer layer of continuous multinuclear cytoplasm, the syncytiotrophoblasts, which form the early fetal-maternal interface (PLACENTA)."
http://id.nlm.nih.gov/mesh/M0022051,M0022051,Truncus Arteriosus,"Arteriosus, Truncus","The arterial trunk arising from the fetal heart. During development, it divides into AORTA and the PULMONARY ARTERY."
http://id.nlm.nih.gov/mesh/M0022096,M0022096,Tuber Cinereum,"Cinereum, Tuber; Cinereums, Tuber; Tuber Cinereums","Layer of GRAY MATTER in the HYPOTHALAMUS that also forms part of the floor of the THIRD VENTRICLE and merges anteriorly into the infundibulum (see PITUITARY GLAND, POSTERIOR)."
http://id.nlm.nih.gov/mesh/M0022166,M0022166,Turbinates,Turbinate,"The scroll-like bony plates with curved margins on the lateral wall of the NASAL CAVITY. Turbinates, also called nasal concha, increase the surface area of nasal cavity thus providing a mechanism for rapid warming and humidification of air as it passes to the lung."
http://id.nlm.nih.gov/mesh/M0022227,M0022227,Ulna,Ulnas,The inner and longer bone of the FOREARM.
http://id.nlm.nih.gov/mesh/M0022229,M0022229,Ulnar Nerve,"Nerve, Ulnar; Nerves, Ulnar; Ulnar Nerves","A major nerve of the upper extremity. In humans, the fibers of the ulnar nerve originate in the lower cervical and upper thoracic spinal cord (usually C7 to T1), travel via the medial cord of the brachial plexus, and supply sensory and motor innervation to parts of the hand and forearm."
http://id.nlm.nih.gov/mesh/M0022245,M0022245,Umbilical Arteries,"Arteries, Umbilical; Artery, Umbilical; Umbilical Artery","Specialized arterial vessels in the umbilical cord. They carry waste and deoxygenated blood from the FETUS to the mother via the PLACENTA. In humans, there are usually two umbilical arteries but sometimes one."
